Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,440,Male,Research Scientist,Very High,Married,3464,5,13,3,5,Good,3,2,2,2
46,No,Travel_Rarely,Research & Development,1,4,Medical,1069,Male,Research Director,Very High,Divorced,19627,9,17,3,23,Better,2,2,2,2
38,No,Travel_Rarely,Research & Development,4,2,Medical,1687,Female,Laboratory Technician,High,Married,3306,7,19,3,7,Good,0,0,0,0
36,No,Travel_Rarely,Sales,10,4,Technical Degree,1880,Female,Sales Executive,High,Married,5673,1,13,3,10,Better,10,9,1,7
29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1260,Male,Healthcare Representative,Very High,Divorced,6623,1,11,3,6,Better,6,0,1,0
39,No,Travel_Rarely,Research & Development,6,1,Medical,2062,Male,Healthcare Representative,Low,Married,9991,4,15,3,9,Better,7,7,1,7
36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1221,Male,Laboratory Technician,High,Divorced,2741,1,14,3,7,Better,7,7,1,7
26,No,Travel_Rarely,Research & Development,1,2,Medical,1083,Male,Laboratory Technician,Low,Married,3955,1,16,3,6,Better,5,3,1,3
45,No,Non-Travel,Sales,6,3,Medical,302,Female,Sales Executive,Very High,Single,8865,6,12,3,23,Better,19,7,12,8
23,No,Travel_Rarely,Research & Development,9,1,Medical,758,Male,Laboratory Technician,Low,Married,2500,1,14,3,5,Best,4,3,0,2
52,Yes,Travel_Rarely,Sales,2,1,Marketing,1038,Female,Manager,Very High,Married,19845,1,15,3,33,Better,32,14,6,9
25,No,Travel_Rarely,Research & Development,2,1,Medical,854,Male,Research Scientist,Low,Single,3424,7,13,3,6,Good,4,3,0,1
42,No,Non-Travel,Research & Development,10,4,Technical Degree,1854,Male,Research Scientist,High,Married,2936,3,22,4,10,Good,6,3,3,3
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1721,Male,Laboratory Technician,High,Married,3477,1,14,3,6,Best,5,2,0,3
29,Yes,Travel_Frequently,Sales,13,3,Technical Degree,1487,Female,Sales Executive,Medium,Single,5765,5,11,3,7,Bad,5,3,0,0
50,No,Travel_Rarely,Research & Development,10,3,Technical Degree,491,Male,Healthcare Representative,Very High,Single,10496,6,15,3,20,Better,4,3,1,3
51,No,Travel_Frequently,Research & Development,1,4,Medical,145,Female,Healthcare Representative,Low,Single,7484,3,20,4,23,Good,13,12,12,8
56,Yes,Travel_Rarely,Research & Development,24,2,Life Sciences,1907,Male,Laboratory Technician,Very High,Single,2587,1,16,3,5,Better,4,2,1,0
35,No,Travel_Rarely,Research & Development,25,4,Medical,1014,Female,Healthcare Representative,High,Divorced,10388,1,11,3,16,Good,16,10,10,1
28,No,Travel_Rarely,Sales,2,4,Marketing,846,Female,Sales Executive,Medium,Married,4779,1,20,4,8,Better,8,7,7,5
31,No,Travel_Frequently,Sales,20,3,Life Sciences,1135,Male,Sales Representative,Very High,Married,2791,0,12,3,3,Better,2,2,2,2
44,Yes,Travel_Frequently,Research & Development,1,2,Medical,1792,Male,Research Scientist,Medium,Divorced,2342,1,12,3,6,Good,5,3,2,3
46,No,Non-Travel,Research & Development,7,4,Medical,487,Female,Manufacturing Director,High,Married,5258,2,14,3,7,Best,1,0,0,0
53,No,Travel_Rarely,Research & Development,23,4,Life Sciences,901,Female,Research Director,Very High,Single,14275,6,18,3,33,Better,12,9,3,8
31,No,Travel_Frequently,Research & Development,7,2,Life Sciences,442,Female,Manufacturing Director,High,Married,8943,1,24,4,10,Better,10,9,8,9
30,No,Travel_Rarely,Sales,10,3,Marketing,1179,Male,Sales Executive,High,Married,6578,1,18,3,10,Better,10,3,1,4
42,No,Travel_Frequently,Research & Development,28,4,Technical Degree,551,Female,Healthcare Representative,Very High,Married,4523,0,11,3,7,Best,6,5,0,4
38,No,Travel_Rarely,Research & Development,10,3,Medical,634,Female,Healthcare Representative,High,Married,9824,3,19,3,18,Better,1,0,0,0
36,No,Non-Travel,Research & Development,9,4,Life Sciences,1949,Male,Laboratory Technician,Medium,Married,2810,1,22,4,5,Better,5,4,0,2
43,No,Non-Travel,Research & Development,7,3,Medical,262,Male,Research Scientist,Very High,Divorced,2089,4,14,3,7,Best,5,4,2,2
37,No,Travel_Rarely,Sales,16,4,Marketing,868,Male,Sales Executive,High,Divorced,6334,4,19,3,9,Better,1,0,0,0
24,No,Travel_Frequently,Research & Development,2,1,Technical Degree,1646,Female,Research Scientist,Very High,Single,3760,1,13,3,6,Better,6,3,1,3
29,No,Travel_Frequently,Sales,2,2,Life Sciences,388,Male,Sales Executive,Very High,Single,4554,1,18,3,10,Good,10,7,0,9
35,No,Travel_Frequently,Research & Development,18,2,Life Sciences,1412,Male,Manufacturing Director,Very High,Single,9362,2,11,3,10,Better,2,2,2,2
38,No,Travel_Rarely,Research & Development,1,3,Technical Degree,950,Female,Research Director,Low,Married,13582,1,13,3,15,Better,15,12,5,11
29,No,Travel_Rarely,Sales,3,2,Medical,690,Female,Sales Executive,High,Married,5561,1,14,3,6,Good,6,0,1,2
28,No,Travel_Rarely,Sales,10,1,Medical,1056,Male,Sales Representative,Medium,Married,1052,1,22,4,1,Better,1,0,0,0
33,No,Travel_Rarely,Human Resources,2,3,Human Resources,1207,Male,Human Resources,High,Married,3600,1,13,3,5,Better,5,4,1,4
33,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,702,Male,Research Scientist,Low,Single,3348,1,11,3,10,Better,10,8,9,7
39,No,Travel_Rarely,Sales,2,5,Life Sciences,985,Male,Sales Executive,High,Single,7880,0,18,3,9,Better,8,7,0,7
32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,8,Male,Laboratory Technician,Very High,Single,3068,0,13,3,8,Good,7,7,3,6
58,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1308,Male,Research Scientist,High,Divorced,2372,1,12,3,2,Better,2,2,2,2
44,No,Travel_Rarely,Research & Development,29,4,Other,1225,Male,Research Scientist,Very High,Single,4541,1,25,4,20,Better,20,11,13,17
25,No,Travel_Rarely,Sales,4,2,Life Sciences,527,Female,Sales Executive,Very High,Single,4487,1,11,3,5,Better,5,4,1,3
32,No,Travel_Rarely,Sales,7,5,Marketing,1446,Male,Sales Executive,Very High,Married,9204,4,12,3,7,Good,4,3,0,3
34,No,Travel_Frequently,Research & Development,15,3,Medical,1485,Male,Research Director,Low,Divorced,17007,7,14,3,16,Good,14,8,6,9
34,No,Travel_Rarely,Sales,15,2,Medical,1356,Female,Sales Executive,Low,Single,6125,1,12,3,10,Best,10,8,9,6
31,No,Travel_Rarely,Research & Development,26,1,Life Sciences,16,Male,Research Scientist,High,Divorced,2911,1,17,3,5,Good,5,2,4,3
43,No,Travel_Rarely,Research & Development,14,2,Life Sciences,843,Male,Research Director,Low,Married,17159,6,24,4,22,Better,4,1,1,0
28,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1136,Male,Research Scientist,Medium,Married,3201,0,17,3,6,Bad,5,3,0,4
37,No,Travel_Rarely,Sales,10,4,Life Sciences,1105,Female,Sales Executive,Very High,Divorced,6694,2,14,3,8,Better,1,0,0,0
38,No,Travel_Frequently,Research & Development,2,2,Life Sciences,556,Male,Laboratory Technician,Very High,Married,1702,1,23,4,1,Better,1,0,0,0
30,No,Non-Travel,Research & Development,7,3,Technical Degree,1482,Male,Research Scientist,High,Divorced,1274,1,13,3,1,Good,1,0,0,0
42,No,Travel_Rarely,Research & Development,2,2,Medical,1109,Male,Manager,Low,Married,17665,0,17,3,23,Better,22,6,13,7
27,No,Travel_Frequently,Sales,8,3,Life Sciences,56,Male,Sales Executive,High,Single,8726,1,15,3,9,Better,9,8,1,7
49,Yes,Travel_Rarely,Sales,11,3,Marketing,840,Female,Sales Executive,Very High,Married,7654,1,18,3,9,Best,9,8,7,7
33,No,Travel_Rarely,Sales,1,3,Medical,855,Male,Sales Executive,Low,Divorced,4037,1,22,4,9,Better,9,8,0,8
35,No,Travel_Rarely,Sales,7,1,Life Sciences,1492,Male,Sales Representative,High,Married,2404,1,13,3,1,Better,1,0,0,0
19,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,243,Male,Laboratory Technician,Very High,Single,1102,1,22,4,1,Good,1,0,1,0
42,No,Travel_Rarely,Research & Development,6,3,Medical,1911,Male,Research Director,Low,Married,13348,9,13,3,18,Best,13,7,5,7
38,No,Travel_Frequently,Research & Development,23,3,Life Sciences,12,Male,Manufacturing Director,High,Single,9526,0,21,4,10,Better,9,7,1,8
30,No,Non-Travel,Research & Development,9,3,Medical,239,Male,Laboratory Technician,Low,Divorced,3072,1,11,3,12,Better,12,9,6,10
52,No,Travel_Rarely,Research & Development,8,4,Other,1409,Female,Laboratory Technician,Low,Married,2950,9,13,3,12,Bad,5,4,0,4
56,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1441,Female,Research Scientist,Low,Married,2066,2,22,4,5,Best,3,2,1,0
41,No,Travel_Rarely,Sales,4,1,Marketing,1815,Female,Sales Executive,High,Divorced,10447,0,13,3,23,Best,22,14,13,5
33,Yes,Travel_Rarely,Sales,16,3,Marketing,819,Female,Sales Executive,Low,Single,5324,5,15,3,6,Better,3,2,0,2
36,No,Travel_Rarely,Sales,2,2,Medical,513,Male,Sales Executive,High,Married,7596,1,13,3,10,Better,10,9,9,0
41,No,Travel_Rarely,Sales,3,3,Life Sciences,2037,Male,Sales Executive,Medium,Divorced,8938,2,11,3,14,Better,5,4,0,4
51,No,Travel_Rarely,Sales,26,4,Marketing,851,Female,Manager,High,Married,16307,2,14,3,29,Good,20,6,4,17
35,No,Travel_Rarely,Research & Development,16,3,Medical,14,Male,Laboratory Technician,Medium,Married,2426,0,13,3,6,Better,5,4,0,3
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,339,Male,Manufacturing Director,Low,Married,5957,6,13,3,13,Better,11,9,5,9
32,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1555,Female,Research Scientist,Medium,Married,5878,3,12,3,12,Better,7,1,2,5
38,No,Travel_Rarely,Research & Development,1,3,Life Sciences,743,Female,Manufacturing Director,High,Single,7861,4,14,3,10,Best,1,0,0,0
52,No,Non-Travel,Research & Development,19,4,Medical,791,Male,Research Scientist,Very High,Married,4258,0,18,3,5,Better,4,3,1,2
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,391,Female,Research Scientist,Very High,Single,2115,1,12,3,17,Better,17,12,5,7
26,No,Travel_Rarely,Research & Development,2,2,Medical,1018,Male,Manufacturing Director,Very High,Married,5472,1,12,3,8,Better,8,7,1,3
40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,335,Male,Research Scientist,Very High,Divorced,3319,1,17,3,9,Better,9,8,4,7
34,No,Travel_Rarely,Human Resources,3,2,Human Resources,847,Male,Human Resources,Very High,Married,3737,0,19,3,4,Bad,3,2,0,2
46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1217,Male,Research Director,Medium,Married,19081,5,11,3,25,Better,4,2,0,3
53,No,Travel_Rarely,Research & Development,6,3,Life Sciences,769,Male,Laboratory Technician,Very High,Single,2450,2,17,3,19,Better,2,2,2,2
38,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1382,Male,Research Scientist,High,Divorced,2610,1,11,3,4,Better,4,2,0,3
27,No,Travel_Rarely,Research & Development,7,3,Medical,764,Female,Healthcare Representative,Low,Single,6811,8,19,3,9,Bad,7,6,0,7
31,No,Travel_Rarely,Research & Development,8,4,Life Sciences,98,Female,Manufacturing Director,Very High,Single,4424,1,23,4,11,Better,11,7,1,8
35,No,Travel_Rarely,Research & Development,1,3,Medical,1564,Male,Laboratory Technician,Low,Single,2450,1,19,3,3,Better,3,0,1,2
31,No,Travel_Rarely,Human Resources,2,3,Human Resources,424,Male,Human Resources,Low,Married,6410,3,12,3,9,Better,2,2,1,0
40,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1724,Female,Manufacturing Director,Low,Married,6516,2,16,3,18,Better,1,0,0,0
35,No,Travel_Rarely,Research & Development,4,2,Other,53,Male,Laboratory Technician,Very High,Divorced,1951,1,12,3,1,Better,1,0,0,0
21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1131,Female,Research Scientist,Medium,Single,2070,1,11,3,2,Best,2,2,2,2
38,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1088,Female,Healthcare Representative,High,Married,8823,0,18,3,20,Good,19,9,1,9
34,No,Travel_Rarely,Sales,28,3,Marketing,2035,Female,Sales Executive,High,Married,6712,1,21,4,8,Better,8,7,1,7
55,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1096,Male,Manufacturing Director,Medium,Married,10976,3,18,3,23,Better,3,2,1,2
31,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1379,Female,Sales Representative,Very High,Single,2785,7,14,3,3,Best,1,0,0,0
39,No,Travel_Frequently,Research & Development,1,1,Life Sciences,531,Male,Manager,High,Divorced,19197,1,14,3,21,Better,21,8,1,6
29,Yes,Travel_Rarely,Sales,27,3,Marketing,283,Female,Sales Executive,Very High,Married,7639,1,22,4,10,Good,10,4,1,9
38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1940,Male,Research Scientist,Very High,Divorced,4771,2,19,3,10,Best,5,2,0,3
31,No,Travel_Rarely,Research & Development,23,3,Medical,367,Male,Healthcare Representative,Very High,Married,5582,0,21,4,10,Better,9,0,7,8
58,No,Travel_Rarely,Research & Development,5,3,Technical Degree,940,Female,Healthcare Representative,Medium,Divorced,10552,2,13,3,24,Better,6,0,0,4
19,No,Travel_Rarely,Research & Development,25,3,Life Sciences,1269,Female,Research Scientist,Very High,Single,2994,1,12,3,1,Better,1,0,0,1
27,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1434,Male,Laboratory Technician,Low,Married,2099,0,14,3,6,Best,5,0,1,4
28,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,741,Female,Research Scientist,Medium,Single,2216,7,13,3,10,Better,7,7,3,7
21,No,Travel_Rarely,Research & Development,5,1,Medical,1623,Male,Research Scientist,Very High,Single,3117,1,18,3,3,Better,2,2,2,2
39,No,Travel_Rarely,Research & Development,13,4,Medical,1307,Female,Manager,Medium,Divorced,17123,6,13,3,21,Better,19,9,15,2
49,No,Travel_Rarely,Research & Development,4,2,Medical,1256,Male,Manager,High,Married,18711,2,13,3,23,Best,1,0,0,0
35,No,Travel_Rarely,Sales,8,4,Life Sciences,805,Female,Sales Representative,Very High,Married,2572,1,16,3,3,Good,3,2,0,2
22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,872,Male,Manufacturing Director,Very High,Married,4775,6,22,4,4,Bad,2,2,2,2
31,No,Travel_Rarely,Sales,10,2,Medical,1912,Female,Sales Executive,Very High,Divorced,6583,2,11,3,8,Better,5,2,1,4
42,No,Travel_Frequently,Research & Development,26,5,Medical,1242,Female,Research Director,Low,Married,13191,3,17,3,20,Better,1,0,0,0
53,No,Travel_Rarely,Sales,8,3,Marketing,897,Male,Sales Executive,Very High,Married,11836,5,14,3,28,Better,2,0,2,2
31,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1011,Female,Manufacturing Director,Low,Married,4148,1,12,3,4,Better,4,3,0,3
28,No,Travel_Rarely,Sales,5,4,Medical,916,Male,Sales Executive,Very High,Single,4908,1,14,3,4,Better,4,2,0,2
30,Yes,Travel_Rarely,Research & Development,22,3,Life Sciences,1004,Female,Research Scientist,High,Married,2132,4,11,3,7,Better,5,2,0,1
31,No,Travel_Rarely,Research & Development,1,4,Medical,95,Male,Research Scientist,Medium,Single,2501,1,17,3,1,Better,1,1,1,0
31,Yes,Travel_Rarely,Sales,20,3,Life Sciences,175,Female,Sales Executive,High,Married,4559,3,11,3,4,Better,2,2,2,2
46,No,Travel_Rarely,Research & Development,2,4,Medical,1789,Male,Research Director,Very High,Divorced,19328,7,17,3,24,Better,2,1,2,2
30,No,Travel_Rarely,Sales,15,2,Marketing,1754,Male,Sales Executive,Low,Divorced,7140,2,11,3,12,Better,7,7,1,7
36,No,Travel_Rarely,Research & Development,12,5,Medical,1073,Female,Manufacturing Director,Very High,Single,8858,0,11,3,15,Good,14,8,7,8
22,No,Travel_Rarely,Research & Development,15,3,Medical,144,Female,Laboratory Technician,Very High,Single,2871,1,15,3,1,Better,0,0,0,0
52,No,Travel_Rarely,Sales,3,4,Marketing,776,Male,Manager,Low,Married,16856,1,11,3,34,Best,34,6,1,16
22,No,Travel_Rarely,Research & Development,11,3,Medical,511,Female,Research Scientist,Medium,Married,2244,1,13,3,2,Better,2,1,1,2
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1954,Male,Healthcare Representative,Low,Married,5373,0,12,3,6,Good,5,3,0,2
33,No,Travel_Rarely,Research & Development,1,5,Medical,612,Female,Research Director,High,Divorced,16184,4,19,3,10,Better,6,1,0,5
22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,1203,Male,Research Scientist,Very High,Married,2853,0,11,3,1,Better,0,0,0,0
33,Yes,Travel_Frequently,Research & Development,29,4,Medical,1101,Female,Research Scientist,High,Single,4508,1,22,4,14,Better,13,7,3,8
32,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,331,Male,Laboratory Technician,High,Single,3730,0,14,3,4,Bad,3,2,1,2
32,No,Travel_Frequently,Sales,9,2,Medical,195,Male,Sales Executive,Very High,Divorced,4668,0,17,3,9,Best,8,7,0,7
48,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1022,Male,Healthcare Representative,High,Single,4240,2,13,3,19,Better,2,2,2,2
39,No,Travel_Rarely,Sales,4,4,Life Sciences,182,Female,Sales Executive,High,Married,5902,4,14,3,17,Best,15,11,5,9
26,No,Travel_Rarely,Research & Development,17,4,Medical,1718,Male,Laboratory Technician,High,Married,2305,1,15,3,3,Best,3,2,0,2
25,Yes,Travel_Frequently,Sales,24,1,Life Sciences,1273,Male,Sales Representative,Very High,Single,1118,1,14,3,1,Better,1,0,1,0
37,No,Travel_Rarely,Research & Development,1,3,Technical Degree,623,Female,Manufacturing Director,Very High,Single,7491,4,17,3,12,Best,6,5,1,2
47,No,Travel_Rarely,Sales,14,4,Marketing,728,Male,Sales Executive,Low,Single,4960,2,12,3,20,Better,7,7,1,7
22,Yes,Travel_Rarely,Research & Development,3,1,Life Sciences,926,Female,Manufacturing Director,High,Married,4171,0,19,3,4,Best,3,2,0,2
30,No,Travel_Rarely,Sales,7,1,Marketing,585,Male,Sales Representative,Medium,Single,2983,0,14,3,4,Better,3,2,1,2
21,No,Travel_Rarely,Sales,22,1,Technical Degree,669,Male,Sales Representative,High,Single,3447,1,11,3,3,Better,3,2,1,2
33,No,Travel_Rarely,Sales,8,4,Life Sciences,1560,Male,Sales Executive,Low,Married,6392,2,13,3,8,Bad,2,2,2,2
33,No,Travel_Rarely,Research & Development,21,3,Medical,1698,Male,Laboratory Technician,Medium,Married,2028,1,18,3,14,Better,14,11,2,13
39,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1525,Female,Manufacturing Director,Medium,Single,8376,4,18,3,9,Better,2,0,2,2
35,No,Travel_Frequently,Sales,11,2,Marketing,1137,Male,Sales Executive,Very High,Divorced,4968,1,11,3,5,Better,5,2,0,2
29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,346,Male,Research Scientist,Very High,Single,2340,1,19,3,6,Better,6,5,1,5
30,Yes,Travel_Frequently,Sales,26,4,Marketing,299,Female,Sales Executive,Low,Single,6696,5,15,3,9,Good,6,3,0,1
54,No,Travel_Rarely,Research & Development,1,3,Medical,1422,Female,Research Director,Very High,Single,17328,6,19,3,29,Good,20,7,12,7
42,No,Travel_Frequently,Research & Development,2,1,Medical,875,Male,Research Scientist,Very High,Single,2515,5,14,3,8,Better,2,1,2,2
26,Yes,Travel_Frequently,Research & Development,3,1,Technical Degree,510,Male,Research Scientist,Low,Single,3102,0,22,4,7,Better,6,4,0,4
35,No,Travel_Rarely,Sales,16,3,Marketing,406,Male,Sales Executive,Medium,Married,8020,0,15,3,12,Good,11,9,6,9
39,Yes,Travel_Rarely,Sales,3,2,Medical,445,Female,Sales Executive,High,Married,5238,4,18,3,12,Good,1,0,0,0
34,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1344,Male,Healthcare Representative,Very High,Divorced,8500,0,11,3,10,Good,9,7,1,6
42,No,Travel_Rarely,Human Resources,10,3,Human Resources,1408,Female,Manager,Low,Married,16799,0,14,3,21,Better,20,7,0,9
32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,362,Male,Laboratory Technician,Low,Single,2176,4,13,3,9,Better,6,2,0,4
38,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1668,Male,Research Scientist,Very High,Married,4735,7,15,3,19,Best,13,11,2,9
53,No,Travel_Frequently,Sales,2,3,Marketing,1050,Female,Sales Executive,Medium,Married,7525,2,12,3,30,Better,15,7,6,12
34,No,Non-Travel,Sales,4,4,Marketing,523,Female,Sales Executive,High,Married,6538,9,15,3,6,Better,3,2,1,2
25,No,Travel_Rarely,Sales,8,2,Other,2018,Female,Sales Executive,High,Divorced,4907,0,22,4,6,Good,5,3,0,4
35,No,Travel_Rarely,Research & Development,7,3,Other,845,Male,Manufacturing Director,High,Single,10221,3,21,4,17,Best,8,5,1,6
34,No,Travel_Rarely,Research & Development,2,4,Medical,804,Female,Research Scientist,Low,Single,4381,1,11,3,6,Better,6,5,1,3
26,No,Travel_Rarely,Sales,5,3,Other,2060,Female,Sales Representative,High,Single,2966,0,18,3,5,Better,4,2,0,0
34,No,Travel_Rarely,Sales,1,3,Technical Degree,1535,Male,Sales Executive,High,Married,7083,1,14,3,10,Better,10,9,8,6
32,No,Travel_Rarely,Research & Development,3,4,Medical,966,Female,Manufacturing Director,Low,Married,6725,1,12,3,8,Best,8,7,6,3
36,Yes,Travel_Rarely,Sales,13,5,Marketing,1733,Male,Sales Executive,Low,Divorced,6134,5,13,3,16,Better,2,2,2,2
31,No,Travel_Rarely,Research & Development,24,3,Medical,1252,Female,Healthcare Representative,Low,Single,6812,1,19,3,10,Better,10,9,1,8
35,No,Travel_Rarely,Research & Development,1,3,Medical,105,Male,Research Scientist,High,Single,2859,1,18,3,6,Better,6,4,0,4
34,No,Travel_Rarely,Research & Development,5,3,Medical,153,Female,Manager,Low,Single,11631,2,12,3,14,Better,11,10,5,8
25,Yes,Travel_Rarely,Research & Development,3,3,Medical,538,Male,Laboratory Technician,Low,Married,4031,5,13,3,6,Better,2,2,0,2
21,No,Travel_Rarely,Sales,5,1,Medical,2021,Male,Sales Representative,Low,Single,2380,1,11,3,2,Better,2,2,1,2
35,No,Non-Travel,Research & Development,3,3,Life Sciences,704,Male,Laboratory Technician,High,Married,1281,1,18,3,1,Better,1,0,0,0
31,Yes,Travel_Frequently,Sales,26,4,Marketing,1967,Male,Sales Executive,Very High,Married,5617,1,11,3,10,Better,10,7,0,8
39,No,Travel_Rarely,Research & Development,1,4,Medical,332,Female,Laboratory Technician,High,Divorced,2232,7,14,3,7,Better,3,2,1,2
47,Yes,Travel_Frequently,Sales,27,2,Life Sciences,785,Female,Sales Executive,High,Single,6397,4,12,3,8,Better,5,4,1,3
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1430,Female,Research Director,Medium,Single,16422,3,11,3,9,Best,3,2,1,0
58,No,Travel_Frequently,Research & Development,15,4,Life Sciences,1837,Male,Research Director,High,Married,15787,2,14,3,23,Better,2,2,2,2
32,No,Travel_Rarely,Research & Development,6,5,Life Sciences,231,Male,Research Scientist,High,Single,3038,3,20,4,8,Better,5,4,1,4
20,Yes,Travel_Rarely,Research & Development,10,1,Medical,701,Male,Research Scientist,High,Single,1009,1,11,3,1,Better,1,0,1,1
24,No,Travel_Rarely,Research & Development,18,1,Life Sciences,150,Male,Laboratory Technician,High,Married,2774,0,12,3,6,Better,5,3,1,2
46,No,Travel_Rarely,Sales,3,3,Technical Degree,1863,Female,Sales Executive,Low,Divorced,13225,2,12,3,25,Better,19,17,2,8
26,No,Travel_Rarely,Research & Development,1,3,Medical,1952,Male,Laboratory Technician,Low,Single,2867,0,13,3,8,Good,7,7,7,6
36,No,Travel_Rarely,Research & Development,14,1,Life Sciences,924,Male,Healthcare Representative,Very High,Married,6586,0,17,3,17,Good,16,8,4,11
39,No,Non-Travel,Research & Development,25,2,Life Sciences,1397,Male,Healthcare Representative,High,Married,10920,3,21,4,13,Better,6,4,0,5
50,No,Travel_Rarely,Sales,9,3,Marketing,1591,Male,Manager,High,Married,19331,4,16,3,27,Better,1,0,0,0
29,No,Travel_Rarely,Research & Development,13,2,Other,2053,Male,Laboratory Technician,Medium,Married,4025,4,13,3,10,Better,4,3,0,3
24,No,Non-Travel,Research & Development,4,1,Life Sciences,888,Male,Laboratory Technician,Very High,Married,3162,0,17,3,6,Good,5,2,3,4
48,Yes,Travel_Frequently,Sales,7,2,Medical,1691,Female,Sales Representative,High,Married,2655,2,11,3,19,Better,9,7,7,7
33,Yes,Travel_Rarely,Research & Development,25,3,Medical,1108,Male,Research Scientist,Medium,Single,2313,4,20,4,5,Better,2,2,2,2
35,No,Travel_Rarely,Sales,7,4,Life Sciences,1962,Female,Sales Executive,Very High,Married,5204,1,11,3,10,Better,10,8,0,9
37,No,Travel_Rarely,Research & Development,7,4,Medical,1885,Male,Research Scientist,Low,Married,4284,5,22,4,16,Better,5,3,0,4
50,Yes,Travel_Rarely,Sales,28,3,Marketing,2055,Male,Sales Executive,Low,Divorced,10854,4,13,3,20,Better,3,2,2,0
36,No,Travel_Rarely,Research & Development,3,3,Technical Degree,397,Male,Research Scientist,Medium,Single,4485,4,12,3,10,Better,8,0,7,7
35,No,Travel_Rarely,Research & Development,21,1,Life Sciences,942,Female,Healthcare Representative,Very High,Married,4014,1,25,4,10,Bad,10,6,0,7
36,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1614,Female,Manufacturing Director,High,Married,4663,9,12,3,7,Better,3,2,1,1
38,No,Travel_Rarely,Research & Development,1,4,Life Sciences,724,Female,Healthcare Representative,Very High,Single,7625,0,13,3,10,Good,9,7,1,8
31,No,Travel_Rarely,Sales,7,3,Life Sciences,613,Male,Manager,Very High,Divorced,11557,9,21,4,10,Good,5,4,0,1
27,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1870,Female,Research Scientist,Low,Married,4774,0,19,3,8,Good,7,6,7,3
35,No,Non-Travel,Sales,8,2,Marketing,1243,Female,Sales Executive,Very High,Married,10377,4,11,3,16,Good,13,2,4,12
29,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,994,Female,Research Scientist,Low,Single,2404,6,20,4,3,Better,0,0,0,0
41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1772,Male,Laboratory Technician,Low,Divorced,2289,1,20,4,5,Better,5,3,0,4
34,No,Travel_Rarely,Research & Development,20,3,Technical Degree,1265,Female,Research Scientist,High,Married,2585,0,17,3,2,Good,1,0,0,0
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,657,Female,Research Scientist,Medium,Single,2836,1,13,3,1,Best,1,0,0,0
50,No,Travel_Frequently,Research & Development,2,3,Medical,1215,Female,Manager,Low,Married,17856,2,22,4,32,Better,2,2,2,2
26,No,Travel_Rarely,Sales,1,3,Life Sciences,476,Male,Sales Executive,High,Married,5296,1,17,3,8,Better,8,7,7,7
39,Yes,Travel_Rarely,Research & Development,6,3,Medical,932,Male,Laboratory Technician,Low,Married,2404,7,21,4,8,Bad,2,2,2,2
